year,month,age,country,holiday17,screen,company,genre,director,star1,star2,star3,totalstar,day0a,day0s,day0r,pregrade,preparti,audience17
2014,10,0,2,5,107,213,417,1,1,1,1,3,1615,8,8,8.68,63,19072
2014,12,12,2,5,756,866,204,643365,1478791.909,46208,1937498.444,3462498.353,3545,12,12,9.04,322,1472929
2015,1,19,2,4,197,797,417,1,1231808.667,11343,37721.4,1280873.067,341,2,2,8.59,44,76478
2016,5,12,2,5,1216,866,871,2191738.75,1394599.375,577025.3125,630986.6154,2602611.303,4457,20,21,9.08,762,2812636
2015,5,15,2,5,86,73,198,140176,1,1,1,3,2264,11,11,8.14,43,9437
2015,1,19,3,4,29,14,78,1,1,1,1,3,493,2,2,8.14,188,3047
2000,12,0,3,1,1,70,204,1,1,1,1,3,12577,0,0,0,0,12633
2015,4,15,2,5,11,198,204,1,1,1,1,3,298,3,3,10,4,7897
2015,4,15,2,5,212,198,204,1,2218031.2,1513738.429,22916.14286,3754685.772,1545,15,17,8.92,37,43460
2015,4,15,2,5,6,198,204,1,1,1,1,3,301,3,3,10,4,6949
2014,10,0,3,5,94,28,412,1,1,1,1,3,410,2,2,9.77,22,16805
2015,3,12,3,5,112,130,198,1,1698,1,1378,3077,996,9,9,9.33,12,20705
2015,6,15,3,5,46,41,769,1,10250.5,6445,1,16696.5,395,2,2,8.86,14,13132
2014,8,12,2,4,1,678,871,2314230.5,2400870.375,162141.4444,200,2563211.819,4699019,0,0,0,0,4699307
1900,10,19,1,2,1,1,3391,1,1,1,1,3,568,0,0,0,0,4293
1900,10,19,1,1,1,3,204,1,1,1,1,3,6999,0,0,0,0,7823
2014,8,15,1,1,1,897,3391,201,298009.2,1674906.571,4493748.667,6466664.438,3849298,0,0,0,0,3849454
1900,11,19,1,3,1,1,3391,1,1,1,1,3,3142,0,0,0,0,4423
2015,5,19,1,5,390,79,86,5545,3576223.5,1,1647492.25,5223716.75,2385,7,11,8.73,98,212584
2015,6,12,1,4,667,548,204,1,2073837,2500497.538,2853973.5,7428308.038,9223,77,81,9.45,5279,3989412
2015,11,15,1,4,550,548,204,2188764,1955627.214,1528929.615,3954505.118,7439061.947,10298,46,53,9.25,444,611959
2016,5,15,1,5,380,143,86,290564,2904868.857,1,2519,2907388.857,2408,12,17,2.91,1611,74566
2016,3,12,3,5,115,31,871,57062.33333,58539.86667,1,83602.5,142143.3667,417,8,8,9.48,126,46826
2000,1,19,3,0,1,27,204,6616,1,1,1,3,6600,0,0,0,0,6614
1900,11,15,3,7,3,30,871,1,1,1,1,3,9054,0,0,0,0,11796
1900,11,15,3,9,3,30,871,1,1,1,1,3,3735,0,0,0,0,4226
2000,2,19,3,0,1,130,204,315,1,1,1,3,25019,0,0,0,0,25097
2015,2,0,3,7,127,56,412,309,1,511339.25,102872.8,614213.05,4385,25,25,9.31,123,17784
2016,3,19,2,4,378,130,198,6312,260304.3333,64754.16667,1,325059.5,2257,38,38,8.86,124,78515
2014,10,0,3,2,1,121,412,1,1,1,1,3,8564,0,0,0,0,8805
2015,1,15,1,4,577,1157,86,2553904,1,2033784,519722,2553507,7684,27,35,9.28,959,1712532
2014,8,15,2,7,165,178,871,2665886,893584.5714,150269.375,1,1043854.946,1076,6,6,7.96,599,16555
2000,11,0,1,1,1,1,85,15,1,1,1,3,4498,0,0,0,0,4611
2000,11,12,2,5,1,5,86,1,1,1,1,3,884611,0,0,0,0,885052
2016,5,15,2,5,131,198,871,40766,1,1,1,3,706,4,4,7.9,70,9673
2016,5,12,3,5,216,11,204,1,1,1,1,3,8041,45,45,9.61,207,77165
2016,1,12,1,5,840,548,204,2365058,6070411,2720334.222,1239547.6,10030292.82,24951,167,167,9.06,684,973640
2000,1,0,3,1,1,121,204,1,1,19323,101,19425,73674,0,0,0,0,74108
2000,10,12,1,0,1,1157,78,1,1202781,3007089.2,1,4209871.2,3009356,0,0,0,0,3009389
2000,5,0,1,1,1,1,85,1,1,1,1,3,4063,0,0,0,0,4063
2015,2,0,2,8,256,213,412,1,1,827667.5,103802.3333,931470.8333,3208,18,19,8.85,41,267447
2014,9,15,3,5,1,27,204,3861,3039889,1893799.6,466057.5,5399746.1,33914,0,0,0,0,34339
2000,8,12,2,3,1,1157,79,1,1,1,1,3,1546806,0,0,0,0,1549107
2015,9,15,1,5,382,143,353,1,3423023.571,1181435.615,1543621,6148080.186,13061,68,70,8.2,259,439683
2000,3,19,1,5,1,2,204,44897.83333,135720.5556,346750.5,850553.2,1333024.256,36659,0,0,0,0,37045
2015,10,15,3,4,111,178,86,1,561863.4,85,1,561949.4,444,2,2,8.63,27,12990
2014,7,19,2,1,1,93,871,295895,1,1,1,3,7695,0,0,0,0,7900
2000,7,19,1,4,1,0,353,1,1,1,1,3,307436,0,0,0,0,307797
2014,8,19,1,2,21,36,86,5057,1,1,1,3,0,0,0,9.33,3,3765
2014,10,15,2,4,2,112,204,1,1,1,1,3,0,0,0,7,3,4030
2015,1,19,2,5,52,866,204,25689,300872.1667,1,5096,305969.1667,875,4,5,9.06,34,56452
2015,3,19,2,4,67,178,919,222231.3333,1,1,1,3,126,1,1,7.13,204,3109
2015,5,19,3,5,15,112,198,1,1,1,1,3,401,3,3,8.99,81,4109
2014,8,0,3,6,1,73,204,1,1,1,1,3,10913,0,0,0,0,11134
2000,10,12,1,0,1,1157,204,1264824,3087195.75,301903.4,1,3389100.15,5311232,0,0,0,0,5311307
2014,11,15,3,5,137,93,198,1,2340102,1,1,2340104,6307,31,33,8.85,213,27637
2000,4,0,3,1,1,2,198,1,1,1,1,3,13341,0,0,0,0,13351
2000,11,15,1,0,1,550,871,1095700,1928657.333,699491.2143,444595.7778,3072744.325,4131248,0,0,0,0,4131338
2014,9,19,1,1,1,1157,871,3322338,1222669.8,971664.1667,248346,2442679.967,603409,0,0,0,0,603409
2000,12,19,1,4,1,4,204,41943.3,547390.0667,862312.9231,1411793.4,2821496.39,68770,0,0,0,0,69084
2000,3,0,1,5,1,70,85,1,1,1,1,3,34723,0,0,0,0,34741
2014,8,15,3,3,1,2,85,41816.5,1,1,1,3,3192,0,0,0,0,3251
2015,11,15,2,5,15,14,86,1,1,1,1,3,313,1,1,8.14,21,3638
2014,10,12,1,5,517,550,198,775908.8571,3051189.4,2423985.789,1,5475176.189,4348,119,119,8.34,169,916704
2000,10,19,3,4,1,6,86,16143,36136.66667,331538.6667,1,367676.3334,67115,0,0,0,0,67490
2016,6,0,1,4,74,41,204,78.125,1,1,1,3,1268,9,10,9.41,78,19953
2014,8,0,1,6,1,12,412,6807.333333,1147171,558078.5882,1,1705250.588,44212,0,0,0,0,44411
2000,9,0,3,2,1,23,204,11285,1,1,1,3,4135,0,0,0,0,4155
2015,7,12,2,5,252,121,204,19660,737551.2,519851,63765.8,1321168,7225,38,38,9.39,108,114642
2000,9,15,3,2,1,548,204,1,3163343,1199,1,3164543,117188,0,0,0,0,117226
2015,9,15,3,2,138,56,78,1,1,1,1,3,437,6,6,6.55,75,9486
2014,8,12,1,1,1,168,204,2613651.667,1,20287585,1012799.667,21300385.67,1618988,0,0,0,0,1619277
2015,3,0,3,5,55,28,412,1,101070,1,1,101072,2943,29,31,9,37,13338
2000,6,12,2,0,1,5,204,1,1,1,1,3,2642874,0,0,0,0,2643057
2014,11,15,2,5,291,73,313,1,1,1,33683,33685,1671,11,11,8.36,77,43515
2014,12,19,1,6,10,121,204,1,1,1,1,3,514,2,2,9.52,21,4407
2000,3,0,1,3,1,23,85,1,1,1,1,3,443362,0,0,0,0,444327
2015,2,0,3,4,106,28,871,1,1,1,1,3,0,0,0,8.84,76,5103
2000,10,0,1,7,1,18,85,1,1,1,1,3,2934409,0,0,0,0,2934435
2016,6,12,2,5,715,797,871,645985.5,5279,135132.2,72871.33333,213282.5333,2181,5,6,9.22,1595,1130218
2015,1,19,1,4,296,292,198,490461.6667,2293884.8,438808,865928.6667,3598621.467,4222,18,19,3.92,2795,142723
2015,1,15,2,4,326,897,204,1,1113688.75,579151.1429,579153.6667,2271993.56,5601,47,47,9.22,108,135092
2000,10,15,2,5,1,1,204,2750,1096128,107523.2,1,1203652.2,203895,0,0,0,0,204116
2015,8,19,3,5,36,19,198,3528,1,1,1,3,1848,10,11,7.67,15,5089
2000,9,0,3,6,1,70,204,1,1,1,1,3,226494,0,0,0,0,228714
1900,3,19,2,6,1,73,871,1,1,1,1,3,2149,0,0,0,0,15684
2000,5,19,2,0,1,73,353,156660,1,1,1,3,313300,0,0,0,0,313310
2014,10,19,3,4,114,178,871,1,13452.28571,385370.5,1,398823.7857,135,1,1,9.38,61,15509
1900,7,0,2,2,1,0,79,1,1,1,1,3,3040,0,0,0,0,3872
2015,2,15,3,7,252,198,198,1721611,358037,23429.42857,11756,393222.4286,1469,11,11,8.87,39,39697
1900,2,19,1,1,1,0,204,1,1,1,1,3,2267,0,0,0,0,3257
2016,4,15,1,7,520,548,198,1,367578.7143,911922.5714,303973.2727,1583474.558,25621,493,1433,8.9,336,303237
2015,8,15,1,5,32,41,85,233.7272727,1,1,1,3,1940,16,17,9,18,8592
2015,11,19,1,4,82,24,204,74765,1,1,1,3,1024,5,5,5.48,31,9494
2015,11,19,2,5,219,225,204,1,70134.4,1,1,70136.4,18896,104,106,8.48,0,37568
2015,5,15,2,5,234,10,198,1,1264982.333,101943.6154,1119103.583,2486029.531,1705,17,17,9.32,94,56164
2015,4,15,2,5,319,797,769,1,9736,1,1,9738,340,3,3,6.87,106,72648
2014,10,19,1,4,20,8,86,1,1,1,1,3,183,1,1,7.73,48,3739
2014,9,15,3,4,1,130,204,202869,161086,1,1,161088,33391,0,0,0,0,34120
2014,8,19,2,0,1,112,871,1,1,1,1,3,5324,0,0,0,0,5742
2015,3,15,2,5,326,550,204,1,200,1213,1,1414,32040,266,266,9.38,832,1145533
2015,4,15,1,5,341,897,86,935749.8,790959,2925,2509919.059,3303803.059,5687,27,28,8.85,366,452485
2015,4,0,3,5,93,51,412,1,45677.33333,1,40374,86052.33333,1357,6,6,9.32,154,23827
2015,5,15,3,5,22,14,204,176,1,1,1,3,185,5,5,8.28,46,4979
2014,10,0,3,7,104,73,412,40374,1,23666,1,23668,5739,32,32,9.47,47,25428
2015,4,0,3,5,94,112,412,1,1,1,57188.33333,57190.33333,1006,4,4,0,0,39686
2015,1,19,3,4,20,112,204,1,1,1,1,3,50,1,1,7,3,3068
2016,4,12,3,7,46,4,412,1,1,1,1,3,199,1,2,8.41,27,3421
2016,1,15,3,5,65,54,204,9543.6,2776920.667,847646,190076.4,3814643.067,2281,11,11,8.72,141,57276
2015,1,15,2,4,89,28,204,1,261176.25,251092,1575517.4,2087785.65,4101,22,22,9.35,260,17213
2014,8,19,2,6,78,14,78,1,1,1,1,3,2159,0,0,0,0,12642
2000,10,19,1,2,1,897,86,762368,2894712.444,2999758.667,1,5894472.111,1346362,0,0,0,0,1346511
2015,6,15,1,5,385,1157,86,1545970.5,2138557.857,1046202.1,2458009.95,5642769.907,3366,14,14,8.73,240,144956
2015,4,0,3,4,38,56,412,11,1,1,1,3,957,4,4,0,0,4943
2000,8,15,1,1,1,18,198,1,1,1,1,3,5037,0,0,0,0,5075
1900,3,12,1,3,1,3,204,1,1,1,1,3,597,0,0,0,0,4466
2016,3,12,3,4,103,213,86,38501.6,1,1,1,3,755,40,40,8.57,67,4113
2015,2,15,3,7,28,3,204,5264,5599,1,1,5601,1589,20,20,9.46,71,12799
2015,2,15,3,7,414,292,204,1,918611.5,133525,189537,1241673.5,4417,33,33,8.98,443,1352337
2015,9,15,2,5,34,19,204,35885,600848.5,92531.8,2328172.143,3021552.443,1925,21,21,7.86,88,14276
2000,9,12,2,0,1,130,204,2420212.5,1,1,1,3,3346,0,0,0,0,3351
1900,4,19,1,0,1,0,86,1,1,1,1,3,3258,0,0,0,0,3692
2015,1,12,3,5,41,4,204,5201,1,1,1,3,1044,10,10,8.66,35,6838
2014,8,19,3,5,1,0,204,1,1,2120,1,2122,21104,0,0,0,0,21298
2015,11,15,2,5,264,548,871,116403,352589,259289.9,1,611879.9,979,3,4,8.75,51,47020
2000,10,19,2,0,1,1,204,18564.5,3023,122128,1,125152,22614,0,0,0,0,22615
2015,12,19,3,6,59,41,198,16985,58566.25,9455.4,6751.285714,74772.93571,817,7,7,8.31,32,85378
1900,12,0,2,4,1,678,204,1,1,1,1,3,5118,0,0,0,0,5600
1900,11,19,1,1,1,1,3,1,1,1,1,3,1755,0,0,0,0,3177
2000,10,15,2,7,1,3,86,1,1,1,1,3,170863,0,0,0,0,210167
2000,8,15,2,0,1,897,871,217077,231786,1,1,231788,444434,0,0,0,0,444456
2014,8,15,2,4,306,897,871,1,286541.4,207276.2667,482677.4444,976495.1111,1993,7,8,9.02,386,150892
2000,1,15,3,1,1,27,353,4744,3730.5,18145,1,21876.5,17757,0,0,0,0,17848
2000,5,15,3,0,1,14,204,1,1,1,1,3,8292,0,0,0,0,8316
2000,8,12,3,2,1,0,204,90,1,1,1393,1395,48962,0,0,0,0,49109
2014,8,19,1,0,1,548,86,2644962,799886.3333,1,2506819,3306706.333,1441964,0,0,0,0,1441966
2016,6,12,2,2,844,866,871,2367153.667,30524,487954.75,472692,991170.75,2307,7,7,9.22,709,1202780
2014,8,19,2,6,193,94,78,815365.5,373824.2857,54642.5,13761,442227.7857,1668,9,9,8.51,98,69786
2014,9,15,2,4,1,0,204,41068,62652,345622.2,248091.6667,656365.8667,105724,0,0,0,0,105942
2015,7,0,2,5,520,552,412,1030818,72096.66667,1,1,72098.66667,2534,10,12,9.55,166,2918174
1900,3,0,3,5,1,31,204,1,1,1,1,3,0,0,0,0,0,19438
2015,3,15,2,4,431,897,417,437388.6667,396065.3333,312062,303219.25,1011346.583,2448,11,11,8.9,237,281769
2000,8,15,2,1,2,550,78,1,264116,747097.4,1,1011214.4,51972,0,0,0,0,52079
2015,7,15,2,5,331,797,78,52079,1,122848.625,577758,700607.625,173,1,1,8.63,181,781115
2000,8,0,1,0,1,1157,204,1,1,1,1,3,437236,0,0,0,0,437250
2014,11,12,2,5,1089,678,417,4192344.25,113066,1384204.538,1406010.5,2903281.038,15181,248,255,9.57,815,6378640
2015,9,12,2,8,353,678,198,699635,1854008.563,58964.06667,1805421.5,3718394.13,4306,42,42,9.54,142,2125792
2014,8,12,2,8,423,678,871,267193,2550868.5,88977,141716,2781561.5,2839,17,20,9,388,1800308
2014,12,0,3,5,193,292,412,1,1,1,1,3,4680,24,24,8.96,365,219911
2000,10,0,3,2,1,5,412,1,1,1,1,3,16223,0,0,0,0,16757
2016,3,12,1,5,43,3,204,42189,1,1,765720,765722,978,5,5,9.85,62,50270
2000,9,12,1,5,1,168,85,1,1,1,1,3,29281,0,0,0,0,29444
2000,9,15,1,1,1,168,871,128998.6,2314.285714,1589.333333,1849119.364,1853022.983,17121,0,0,0,0,17323
2016,2,12,3,8,49,70,3391,5322,164074.3,626885,18667.25,809626.55,1806,13,13,7.5,129,14168
1900,8,19,1,7,1,0,204,1,1,1,1,3,4717,0,0,0,0,7676
2014,9,19,1,8,46,4,204,44414.09091,17001.125,1157054.5,768700.4,1942756.025,1779,15,16,9.21,28,29760
1900,12,12,2,5,1,678,204,1,1,1,1,3,2984,0,0,0,0,4892
2000,10,12,3,6,1,6,204,7032,11741.4,1,1,11743.4,25131,0,0,0,0,25449
2000,9,19,1,7,1,2,204,43093.5,159711,292396,2526744.667,2978851.667,39706,0,0,0,0,39984
2000,9,12,2,1,1,0,204,1,1,646,1,648,26024,0,0,0,0,26085
2015,5,0,1,5,17,8,85,3427,1,1,1,3,1572,13,13,0,0,4667
2016,1,15,1,5,198,39,198,240938.5,844804.2,1535398.667,1,2380203.867,1957,6,6,7.84,292,54959
1900,3,19,3,3,1,866,204,1,1,1,1,3,3642,0,0,0,0,5165
2015,4,12,1,5,640,1157,86,1071724,1,531173.3333,224741.8182,755916.1515,17046,114,116,9.22,859,968367
2015,11,12,2,4,55,121,204,1,1,1,1,3,663,3,3,9.28,18,3011
2000,10,0,1,1,1,0,59,1,4699,1,1,4701,28848,0,0,0,0,29129
2015,5,15,3,2,69,130,871,3010,1,1,1,3,1070,5,5,7.86,101,3679
2000,10,12,1,1,1,1157,871,5685715,1957725.333,1,2589094.833,4546821.166,6065369,0,0,0,0,6065474
1900,11,0,2,5,1,2,204,1,1,1,1,3,5450,0,0,0,0,8092
1900,9,15,2,0,1,2,204,1,1,1,1,3,5983,0,0,0,0,7185
2015,6,0,3,5,131,121,412,1,1,1,1,3,842,29,29,9.38,45,37324
2016,6,12,2,5,681,552,1672,1837289,1,57575.57143,2427073.938,2484650.509,6872,20,24,9.5,276,2062193
2014,10,0,1,7,181,1157,412,267440,1,1624601,351,1624953,717,4,4,9.21,80,67012
1900,8,15,3,3,1,178,871,1,1,1,1,3,5536,0,0,0,0,6212
2016,2,12,2,6,289,797,871,1,94807.55556,165,1,94973.55556,149,1,1,7.46,192,135861
2015,9,15,1,4,93,292,871,1,129113.25,972518.1875,1591746.95,2693378.388,441,2,2,7.79,235,10710
2016,5,15,3,5,138,550,86,1676777.5,1,1,1,3,874,4,4,7.3,96,8083
2014,12,12,1,3,9,1,204,29129,1,1,1,3,0,0,0,9.09,11,4555
2015,2,12,3,5,29,14,85,12132,1,1,1,3,675,23,23,9.63,19,5658
2014,8,15,2,6,17,112,417,154516,1,1,1,3,671,5,5,9.19,176,5068
2014,10,12,1,7,676,292,204,979650.6,2383638.333,989566.25,2580495.278,5953699.861,21156,99,104,8.57,553,1498835
2000,9,12,3,4,1,1,204,1,202248,1103955,1,1306204,136298,0,0,0,0,136732
1900,2,12,2,1,1,3,204,1,1,1,1,3,2796,0,0,0,0,3645
2014,10,0,1,5,18,23,85,7843.5,360807.3333,452339,1,813147.3333,255,1,1,7.22,18,28741
2000,1,15,2,2,1,678,919,1,209558,1,1,209560,172339,0,0,0,0,172846
2015,12,12,1,5,596,897,204,1619043,865805.1429,527494,3196064.3,4589363.443,4472,16,16,7.78,408,625080
2015,2,12,1,7,740,550,3391,2793171,2058901.375,2911037.931,780083.8,5750023.106,8202,34,34,8.46,314,3466947
2016,3,12,2,5,372,866,198,107495.5,669214.4167,307748.5833,238258.95,1215221.95,4455,21,21,9.38,285,168725
2000,11,15,3,8,1,73,204,1,1,1,1,3,55000,0,0,0,0,55404
2000,2,12,2,1,1,2,85,403002.75,1,1,1,3,3848,0,0,0,0,3863
2014,8,15,1,5,56,5,198,145,741,6329,1,7071,1544,10,10,9.38,125,19538
2015,1,19,2,4,321,93,871,1,527937.3333,1855917,205629,2589483.333,3101,13,13,7.76,783,115322
2014,9,19,1,3,54,213,78,1,1,1,1,3,2162,11,11,6.29,194,7721
2000,11,15,1,3,1,1,85,1,1,1,1,3,7571,0,0,0,0,7721
2015,7,19,3,5,31,56,204,1145,4723.5,1687.2,6718.75,13129.45,655,5,5,9.71,21,17773
2016,2,12,1,5,614,1157,86,1112238,702958.5,390234,1026540.75,2119733.25,11969,51,54,9.17,365,821111
2000,4,15,1,0,1,1157,1,1,4494106,1,1166416,5660523,6685904,0,0,0,0,6686007
2014,6,19,1,1,1,1157,919,1,1831741,831865.25,626263.7778,3289870.028,407210,0,0,0,0,407235
2014,8,15,3,7,9,548,78,1,1,1,1,3,409132,0,0,0,0,410540
2015,10,15,3,6,318,797,78,208632,1448,1,207380,208829,149,1,1,6,109,60766
2016,2,0,2,5,557,552,412,882590,522981.5,41206.5,1,564189,10460,42,43,9.72,687,1632183
2015,2,12,2,8,546,678,417,625900,291815,599984.7,468786.75,1360586.45,699,3,3,8.32,170,309421
2000,12,19,2,0,1,2,204,1,1,1,1,3,5720,0,0,0,0,5721
2000,7,19,1,2,1,18,204,75,1,1,1,3,3669,0,0,0,0,3694
1900,8,15,3,0,1,0,86,1,1,1,1,3,12527,0,0,0,0,12527
2015,6,12,2,5,1041,797,871,42,416598,29677,1937402.333,2383677.333,2761,7,8,9.26,899,4184062
2014,12,0,1,4,101,897,412,1,82953.8,39616.5,182270.5,304840.8,3574,29,29,9.5,36,24994
2014,9,19,2,7,230,93,86,1,16921.33333,92691.5,73428.8,183041.6333,1445,8,8,8.4,100,29728
2000,4,12,3,4,1,9,204,1,1,1,1,3,166295,0,0,0,0,167040
2015,9,19,1,8,53,4,204,43988.33333,1786372.923,919056.2857,853204.2308,3558633.44,2458,18,19,8.44,36,59503
2000,6,19,1,0,1,8,86,12790.75,1,1,1,3,3384,0,0,0,0,3389
2014,10,12,3,6,34,54,204,7743.5,1,1,1,3,520,2,2,10,13,9647
2000,8,0,3,0,1,41,204,1,231996,1,1,231998,24425,0,0,0,0,24965
2000,10,15,1,7,1,70,204,754,1356,1,732,2089,144518,0,0,0,0,144794
2000,4,12,2,1,1,797,79,104590,1,1,1,3,6557,0,0,0,0,6676
2000,9,12,2,4,12,10,79,1,1,1,1,3,3679,0,0,0,0,7304
2015,12,15,3,2,36,213,412,24450,1,1,1,3,196,2,2,8.04,56,6026
2015,1,15,3,4,82,213,412,1,1,1,1,3,2818,85,85,7.74,242,24450
2014,8,15,3,1,1,54,204,1,1,1,1,3,3157,0,0,0,0,3200
2000,4,0,3,5,1,0,204,16482.66667,19475.82353,1,1,19477.82353,41649,0,0,0,0,42002
2000,8,15,1,2,1,1157,204,1552055,1488560.6,2125372.25,929436.5,4543369.35,1854702,0,0,0,0,1854711
1900,2,15,2,4,1,0,3391,1,1,1,1,3,3000,0,0,0,0,4219
2000,3,15,3,2,1,4,871,4966.2,1,1,1,3,5870,0,0,0,0,5894
2015,4,0,3,6,210,198,412,60368,1,1,1,3,449,3,3,9.61,523,143143
2016,1,0,3,5,300,548,412,42196.5,1,1,1,3,1771,8,8,9.19,230,189853
2014,9,15,3,1,1,4,204,3248,4107.333333,17003.45455,1,21111.78788,11743,0,0,0,0,11744
2015,4,19,1,5,443,168,919,199,4917048.333,936529,16812,5870389.333,6348,38,39,8.34,195,1370708
2015,5,19,2,5,145,548,353,81917,1617744.286,1293717.462,254051.2,3165512.948,756,3,3,9.52,81,21535
2014,8,19,2,8,33,15,198,1,1,1,1,3,1061,7,7,7.87,107,4183
2014,8,15,3,4,3,178,1672,1,1,1,1,3,240659,0,0,0,0,241144
2000,5,19,1,4,1,2,204,1,1,1,1,3,3379,0,0,0,0,3536
2015,3,15,2,5,524,797,871,1024428.5,1488658,566948.6,2107978.125,4163584.725,1003,3,3,8.85,258,565462
2015,10,12,3,4,85,130,204,56411,1,1,1,3,1581,8,8,8.86,155,6301
2000,12,15,2,0,1,897,198,1,1,1,1,3,34689,0,0,0,0,34690
2000,9,0,3,1,1,0,412,1,1,1,1,3,21379,0,0,0,0,21592
2014,8,0,2,0,1,94,204,1,33454.66667,6859.666667,1,40315.33334,41892,0,0,0,0,41957
2000,10,0,3,1,1,18,204,1,1,1,1,3,7656,0,0,0,0,7767
2000,3,12,3,0,2,292,417,55211.2,1211890,115811,1,1327702,66315,0,0,0,0,66318
2014,8,12,3,4,1,28,204,1,85108.27273,91143,1,176252.2727,10079,0,0,0,0,10209
2014,8,0,3,0,1,112,412,1,1,1,1,3,21809,0,0,0,0,21889
2000,11,15,1,1,2,1157,204,1,1,1,1,3,575344,0,0,0,0,575373
2016,4,12,1,7,26,15,204,1,1,1,1,3,255,3,3,9.62,16,3054
2000,6,12,1,1,1,0,204,1,1,1,1,3,4438,0,0,0,0,4438
2015,4,12,3,5,83,130,204,97,1,1,1,3,1103,5,5,8.91,89,7941
2000,2,0,3,5,13,0,412,1,871,1,1,873,24575,0,0,0,0,25495
1900,9,0,2,3,1,678,86,1,1,1,1,3,11710,0,0,0,0,15530
2016,5,12,1,7,28,29,86,1,1,1,1,3,961,7,7,9.33,27,4494
2014,10,15,2,7,53,168,204,1,1,1,1,3,3157,34,35,0,0,29525
2015,2,0,1,8,166,16,412,1,113237.9231,240182,1051192,1404611.923,1006,4,4,9.76,34,140749
2016,2,0,1,8,262,8,412,155348,116777.2,17530.8,240182,374490,2288,12,13,9.66,102,113715
2016,4,12,3,5,117,112,86,1,9401.25,1,1,9403.25,3157,16,17,9.14,186,10472
2015,3,0,3,5,220,198,412,1068004,1,1,1,3,1061,5,5,9.19,120,34832
2015,9,12,1,5,247,292,85,1,1,1,1,3,7346,49,49,9.09,172,27520
2000,5,0,1,2,1,0,85,9448,1,1,1,3,8464,0,0,0,0,8466
2015,8,15,1,5,405,130,871,45270,1003259.9,1848562.5,1,2851823.4,5650,25,27,8.39,284,346057
2000,10,15,3,1,1,27,412,274,1,1,1,3,15509,0,0,0,0,15633
2000,7,19,1,2,2,1157,353,1,1,1,1,3,3119807,0,0,0,0,3120195
2015,9,15,3,5,30,41,85,8683,1,1,1,3,564,5,5,9.29,24,4264
2015,12,12,3,7,1,17,204,1,1,1,1,3,0,0,0,10,1,4125
2000,2,0,3,5,1,9,204,1,1,1,1,3,5396,0,0,0,0,6031
1900,8,12,2,6,1,678,204,1,1,1,1,3,9311,0,0,0,0,11154
2000,8,15,3,0,2,11,871,1,360412.6,1,1,360414.6,204689,0,0,0,0,204693
2015,6,19,2,4,50,25,919,1,1440286.5,200038,1,1640325.5,0,0,0,3.8,10,11287
2014,11,12,1,5,533,143,204,6656.25,1546611.167,1739279.143,4004551.75,7290442.06,30423,194,195,9.67,8787,756839
2000,10,19,3,1,1,0,86,1277,1,1,1,3,4961,0,0,0,0,4989
2000,11,12,3,1,1,1,204,1,1,1,1,3,8966,0,0,0,0,9217
2015,9,0,2,5,37,130,412,299171,1,1,1,3,1766,9,9,8.61,70,6966
2016,2,19,2,8,153,168,204,26176,1169277.667,197417,140736,1507430.667,4342,31,31,9.32,74,272997
2000,10,19,2,0,2,897,78,1,3135361.333,1,1,3135363.333,228090,0,0,0,0,228109
2000,12,19,3,0,1,2,204,2,1,1,1,3,4759,0,0,0,0,4760
2016,4,12,2,6,1863,552,871,6320234.5,2922534.909,3090795.385,2010395.6,8023725.894,1264,7,8,9.45,1148,7822168
2016,3,19,1,2,196,99,919,1,467697,4017529.667,686436.25,5171662.917,1137,3,4,9.62,66,19401
2014,8,19,2,3,1,14,204,1,1,1,1,3,3520,0,0,0,0,3797
2016,6,15,2,5,466,678,78,1535137.5,582861.7143,460887.5,1,1043750.214,2628,6,12,8.94,178,1575202
2014,10,12,3,5,323,198,198,1,600.6666667,1,1,602.6666667,5563,96,97,9.41,108,185131
2000,4,19,3,2,1,6,204,1,9073.25,1,1,9075.25,46380,0,0,0,0,46469
2000,10,12,1,1,8,1157,204,1256068.5,3841133.6,5464988,1690,9307811.6,1872681,0,0,0,0,1872682
2015,3,15,2,4,82,25,313,1,1,1,1,3,784,5,5,7.03,41,7597
2015,4,15,2,4,230,225,313,7339.5,302683.8,1336733.667,257345.8571,1896763.324,3161,19,19,8.56,278,41444
2000,8,0,3,0,2,178,412,1,1,1,1,3,27463,0,0,0,0,27641
2000,4,15,1,1,1,7,204,50,1,1,1,3,6301,0,0,0,0,6423
2000,9,0,1,0,1,897,412,228118,1,1,1188326,1188328,206468,0,0,0,0,206528
2000,9,12,3,1,1,1157,412,205528,1,1,1,3,197408,0,0,0,0,197564
2000,7,15,3,0,1,6,204,1,1,1,33,35,12750,0,0,0,0,12832
2000,8,15,2,1,1,5,871,1,1,1,1,3,576445,0,0,0,0,576532
2000,3,12,3,1,1,14,198,1,21742,50745,1231024,1303511,12734,0,0,0,0,12894
1900,10,0,2,2,1,1,204,1,1,1,1,3,7229,0,0,0,0,8948
2014,9,15,3,6,65,15,78,1,1,1,1,3,1128,7,7,7.78,168,7002
2000,6,15,1,1,1,1,85,1,1,1,1,3,4340,0,0,0,0,4340
2015,8,0,3,5,33,27,412,1,1,1,1,3,375,1,1,0,0,4342
2014,9,0,3,8,109,5,412,1,1,378631,1,378633,3017,15,15,9.35,48,71942
